Sequence	Position	P start	P occupied
TEMP	25048	0.011	0.515
TEMP	25049	0.00774	0.517
TEMP	25050	0.00479	0.517
TEMP	25051	0.00405	0.515
TEMP	25052	0.00733	0.515
TEMP	25053	0.01	0.520
TEMP	25054	0.0127	0.528
TEMP	25055	0.00819	0.533
TEMP	25056	0.0035	0.534
TEMP	25057	0.00137	0.534
TEMP	25058	0.000708	0.534
TEMP	25059	0.000534	0.532
TEMP	25060	0.000766	0.528
TEMP	25061	0.00114	0.518
TEMP	25062	0.00329	0.502
TEMP	25063	0.00584	0.487
TEMP	25064	0.0107	0.485
TEMP	25065	0.0096	0.490
TEMP	25066	0.00808	0.497
TEMP	25067	0.00509	0.501
TEMP	25068	0.00204	0.503
TEMP	25069	0.0013	0.504
TEMP	25070	0.000822	0.505
TEMP	25071	0.000679	0.505
TEMP	25072	0.00123	0.504
TEMP	25073	0.00256	0.504
TEMP	25074	0.00411	0.506
TEMP	25075	0.00515	0.509
TEMP	25076	0.00418	0.512
TEMP	25077	0.00245	0.513
TEMP	25078	0.00187	0.514
TEMP	25079	0.00203	0.514
TEMP	25080	0.00275	0.512
TEMP	25081	0.00396	0.508
TEMP	25082	0.00538	0.498
TEMP	25083	0.00622	0.487
TEMP	25084	0.00787	0.481
TEMP	25085	0.00677	0.483
TEMP	25086	0.00698	0.489
TEMP	25087	0.00465	0.493
TEMP	25088	0.00381	0.496
TEMP	25089	0.00339	0.499
TEMP	25090	0.0037	0.502
TEMP	25091	0.00311	0.501
TEMP	25092	0.00271	0.492
TEMP	25093	0.00372	0.477
TEMP	25094	0.00446	0.467
TEMP	25095	0.00463	0.464
TEMP	25096	0.00442	0.466
TEMP	25097	0.00305	0.469
TEMP	25098	0.00284	0.471
TEMP	25099	0.00291	0.474
TEMP	25100	0.00306	0.477
TEMP	25101	0.00411	0.480
TEMP	25102	0.00414	0.484
TEMP	25103	0.00385	0.486
TEMP	25104	0.00277	0.487
TEMP	25105	0.00264	0.487
TEMP	25106	0.00266	0.489
TEMP	25107	0.00234	0.490
TEMP	25108	0.00233	0.492
TEMP	25109	0.00217	0.494
TEMP	25110	0.00344	0.497
TEMP	25111	0.00548	0.503
TEMP	25112	0.0079	0.510
TEMP	25113	0.00791	0.517
TEMP	25114	0.00719	0.523
TEMP	25115	0.0041	0.526
TEMP	25116	0.00172	0.527
TEMP	25117	0.00109	0.527
TEMP	25118	0.000667	0.528
TEMP	25119	0.000671	0.528
TEMP	25120	0.00105	0.528
TEMP	25121	0.0016	0.529
TEMP	25122	0.00267	0.530
TEMP	25123	0.00303	0.530
TEMP	25124	0.00185	0.529
TEMP	25125	0.0009	0.526
TEMP	25126	0.000717	0.524
TEMP	25127	0.000847	0.523
TEMP	25128	0.0013	0.524
TEMP	25129	0.00193	0.525
TEMP	25130	0.002	0.525
TEMP	25131	0.0018	0.525
TEMP	25132	0.00143	0.520
TEMP	25133	0.00166	0.515
TEMP	25134	0.00172	0.511
TEMP	25135	0.00163	0.510
TEMP	25136	0.0011	0.509
TEMP	25137	0.000685	0.509
TEMP	25138	0.000614	0.509
TEMP	25139	0.000693	0.508
TEMP	25140	0.000988	0.506
TEMP	25141	0.00148	0.504
TEMP	25142	0.00127	0.500
TEMP	25143	0.00129	0.498
TEMP	25144	0.00122	0.497
TEMP	25145	0.001	0.495
TEMP	25146	0.00109	0.494
TEMP	25147	0.00119	0.493
TEMP	25148	0.00158	0.493
TEMP	25149	0.00189	0.491
TEMP	25150	0.00193	0.490
TEMP	25151	0.00159	0.488
TEMP	25152	0.00116	0.487
TEMP	25153	0.000756	0.486
TEMP	25154	0.000767	0.486
TEMP	25155	0.00136	0.486
TEMP	25156	0.00296	0.489
TEMP	25157	0.00354	0.492
TEMP	25158	0.00312	0.494
TEMP	25159	0.00186	0.495
TEMP	25160	0.00112	0.493
TEMP	25161	0.000941	0.488
TEMP	25162	0.000707	0.485
TEMP	25163	0.000504	0.483
TEMP	25164	0.000428	0.483
TEMP	25165	0.000523	0.483
TEMP	25166	0.00068	0.483
TEMP	25167	0.00119	0.484
TEMP	25168	0.00282	0.486
TEMP	25169	0.00358	0.489
TEMP	25170	0.00385	0.491
TEMP	25171	0.00233	0.487
TEMP	25172	0.00142	0.482
TEMP	25173	0.00101	0.476
TEMP	25174	0.000916	0.470
TEMP	25175	0.00157	0.468
TEMP	25176	0.00283	0.469
TEMP	25177	0.00464	0.472
TEMP	25178	0.00392	0.474
TEMP	25179	0.00263	0.475
TEMP	25180	0.00156	0.471
TEMP	25181	0.00147	0.463
TEMP	25182	0.00164	0.452
TEMP	25183	0.00163	0.439
TEMP	25184	0.0024	0.435
TEMP	25185	0.00303	0.435
TEMP	25186	0.00377	0.438
TEMP	25187	0.00447	0.442
TEMP	25188	0.00715	0.448
TEMP	25189	0.0082	0.456
TEMP	25190	0.00705	0.462
TEMP	25191	0.00383	0.464
TEMP	25192	0.002	0.463
TEMP	25193	0.00121	0.459
TEMP	25194	0.00113	0.451
TEMP	25195	0.00157	0.442
TEMP	25196	0.00247	0.437
TEMP	25197	0.00465	0.436
TEMP	25198	0.00545	0.438
TEMP	25199	0.00479	0.435
TEMP	25200	0.0029	0.428
TEMP	25201	0.00196	0.418
TEMP	25202	0.00133	0.411
TEMP	25203	0.00152	0.409
TEMP	25204	0.00166	0.409
TEMP	25205	0.00227	0.411
TEMP	25206	0.003	0.413
TEMP	25207	0.00342	0.416
TEMP	25208	0.00364	0.418
TEMP	25209	0.00451	0.419
TEMP	25210	0.00367	0.417
TEMP	25211	0.00276	0.409
TEMP	25212	0.00153	0.401
TEMP	25213	0.000793	0.394
TEMP	25214	0.000806	0.390
TEMP	25215	0.00119	0.389
TEMP	25216	0.0022	0.390
TEMP	25217	0.00502	0.394
TEMP	25218	0.00736	0.401
TEMP	25219	0.0106	0.410
TEMP	25220	0.0115	0.419
TEMP	25221	0.00684	0.422
TEMP	25222	0.00676	0.423
TEMP	25223	0.00528	0.424
TEMP	25224	0.00355	0.425
TEMP	25225	0.00255	0.426
TEMP	25226	0.00255	0.427
TEMP	25227	0.00187	0.426
TEMP	25228	0.00121	0.423
TEMP	25229	0.000961	0.419
TEMP	25230	0.00145	0.414
TEMP	25231	0.00206	0.408
TEMP	25232	0.00322	0.404
TEMP	25233	0.00716	0.405
TEMP	25234	0.00924	0.409
TEMP	25235	0.015	0.420
TEMP	25236	0.0218	0.439
TEMP	25237	0.031	0.466
TEMP	25238	0.0267	0.490
TEMP	25239	0.0118	0.499
TEMP	25240	0.00424	0.499
TEMP	25241	0.00161	0.496
TEMP	25242	0.00157	0.493
TEMP	25243	0.0018	0.491
TEMP	25244	0.00349	0.491
TEMP	25245	0.00722	0.496
TEMP	25246	0.0119	0.505
TEMP	25247	0.0236	0.525
TEMP	25248	0.0339	0.555
TEMP	25249	0.0377	0.588
TEMP	25250	0.0295	0.614
TEMP	25251	0.018	0.629
TEMP	25252	0.00856	0.635
TEMP	25253	0.00459	0.637
TEMP	25254	0.00304	0.638
TEMP	25255	0.00225	0.638
TEMP	25256	0.00466	0.640
TEMP	25257	0.00623	0.643
TEMP	25258	0.00968	0.647
TEMP	25259	0.0101	0.649
TEMP	25260	0.0077	0.649
TEMP	25261	0.004	0.646
TEMP	25262	0.00225	0.644
TEMP	25263	0.00136	0.644
TEMP	25264	0.00158	0.644
TEMP	25265	0.0023	0.646
TEMP	25266	0.0027	0.648
TEMP	25267	0.00404	0.651
TEMP	25268	0.00416	0.654
TEMP	25269	0.00479	0.656
TEMP	25270	0.00441	0.657
TEMP	25271	0.00327	0.658
TEMP	25272	0.00308	0.661
TEMP	25273	0.00195	0.662
TEMP	25274	0.00165	0.663
TEMP	25275	0.00123	0.663
TEMP	25276	0.00111	0.662
TEMP	25277	0.00134	0.661
TEMP	25278	0.00126	0.661
TEMP	25279	0.00119	0.660
TEMP	25280	0.00161	0.660
TEMP	25281	0.00184	0.660
TEMP	25282	0.00284	0.662
TEMP	25283	0.00356	0.664
TEMP	25284	0.00338	0.667
TEMP	25285	0.00426	0.670
TEMP	25286	0.00364	0.673
TEMP	25287	0.0021	0.675
TEMP	25288	0.0018	0.675
TEMP	25289	0.00183	0.675
TEMP	25290	0.00235	0.676
TEMP	25291	0.00345	0.679
TEMP	25292	0.00343	0.681
TEMP	25293	0.00386	0.684
TEMP	25294	0.00246	0.685
TEMP	25295	0.00171	0.685
TEMP	25296	0.00146	0.685
TEMP	25297	0.00127	0.684
TEMP	25298	0.00142	0.684
TEMP	25299	0.00118	0.684
TEMP	25300	0.000947	0.684
TEMP	25301	0.00078	0.684
TEMP	25302	0.000575	0.683
TEMP	25303	0.000385	0.681
TEMP	25304	0.000367	0.678
TEMP	25305	0.000344	0.675
TEMP	25306	0.00041	0.673
TEMP	25307	0.000512	0.673
TEMP	25308	0.000549	0.672
TEMP	25309	0.000987	0.673
TEMP	25310	0.00136	0.674
TEMP	25311	0.00136	0.675
TEMP	25312	0.00139	0.675
TEMP	25313	0.00127	0.676
TEMP	25314	0.00116	0.676
TEMP	25315	0.00101	0.674
TEMP	25316	0.000934	0.672
TEMP	25317	0.00105	0.669
TEMP	25318	0.00124	0.668
TEMP	25319	0.00149	0.668
TEMP	25320	0.00161	0.668
TEMP	25321	0.00165	0.669
TEMP	25322	0.00138	0.669
TEMP	25323	0.000884	0.667
TEMP	25324	0.000539	0.663
TEMP	25325	0.000313	0.659
TEMP	25326	0.00026	0.657
TEMP	25327	0.000216	0.655
TEMP	25328	0.000227	0.654
TEMP	25329	0.000351	0.653
TEMP	25330	0.000543	0.652
TEMP	25331	0.000824	0.650
TEMP	25332	0.000878	0.648
TEMP	25333	0.000601	0.645
TEMP	25334	0.00038	0.641
TEMP	25335	0.000214	0.634
TEMP	25336	0.000185	0.626
TEMP	25337	0.000209	0.619
TEMP	25338	0.000378	0.616
TEMP	25339	0.000781	0.614
TEMP	25340	0.00102	0.614
TEMP	25341	0.00139	0.614
TEMP	25342	0.00103	0.614
TEMP	25343	0.000645	0.612
TEMP	25344	0.000388	0.608
TEMP	25345	0.000225	0.603
TEMP	25346	0.0002	0.598
TEMP	25347	0.000173	0.595
TEMP	25348	0.000238	0.594
TEMP	25349	0.000326	0.593
TEMP	25350	0.000578	0.592
TEMP	25351	0.000729	0.591
TEMP	25352	0.000941	0.589
TEMP	25353	0.000716	0.587
TEMP	25354	0.000424	0.584
TEMP	25355	0.000189	0.581
TEMP	25356	0.000148	0.576
TEMP	25357	0.00011	0.573
TEMP	25358	0.000109	0.570
TEMP	25359	0.00017	0.569
TEMP	25360	0.000264	0.568
TEMP	25361	0.000389	0.568
TEMP	25362	0.000531	0.567
TEMP	25363	0.000573	0.565
TEMP	25364	0.000411	0.561
TEMP	25365	0.000257	0.554
TEMP	25366	0.000158	0.543
TEMP	25367	0.000117	0.532
TEMP	25368	9.22e-05	0.525
TEMP	25369	0.000108	0.519
TEMP	25370	0.000123	0.513
TEMP	25371	0.000138	0.510
TEMP	25372	0.000184	0.508
TEMP	25373	0.000172	0.505
TEMP	25374	0.000208	0.504
TEMP	25375	0.000235	0.503
TEMP	25376	0.000244	0.502
TEMP	25377	0.000165	0.501
TEMP	25378	0.000117	0.499
TEMP	25379	0.000117	0.496
TEMP	25380	9.78e-05	0.488
TEMP	25381	9.87e-05	0.479
TEMP	25382	0.000106	0.464
TEMP	25383	0.000103	0.443
TEMP	25384	0.000129	0.412
TEMP	25385	0.000118	0.385
TEMP	25386	0.00011	0.374
TEMP	25387	8.9e-05	0.369
TEMP	25388	7.65e-05	0.368
TEMP	25389	5.15e-05	0.366
TEMP	25390	4.26e-05	0.365
TEMP	25391	4.44e-05	0.361
TEMP	25392	5.94e-05	0.354
TEMP	25393	8.03e-05	0.342
TEMP	25394	0.000116	0.319
TEMP	25395	0.000171	0.285
TEMP	25396	0.000181	0.247
TEMP	25397	0.00018	0.218
TEMP	25398	0.00014	0.200
TEMP	25399	0.000132	0.192
TEMP	25400	9.97e-05	0.187
TEMP	25401	7.44e-05	0.184
TEMP	25402	5.25e-05	0.182
TEMP	25403	5.58e-05	0.178
TEMP	25404	0.000102	0.172
TEMP	25405	0.000214	0.162
TEMP	25406	0.000326	0.152
TEMP	25407	0.000598	0.145
TEMP	25408	0.000656	0.142
TEMP	25409	0.000568	0.140
TEMP	25410	0.000542	0.139
TEMP	25411	0.000361	0.138
TEMP	25412	0.000241	0.136
TEMP	25413	0.000182	0.134
TEMP	25414	0.000126	0.130
TEMP	25415	0.000167	0.126
TEMP	25416	0.00016	0.121
TEMP	25417	0.000129	0.117
TEMP	25418	0.000121	0.114
TEMP	25419	0.00014	0.111
TEMP	25420	0.000151	0.109
TEMP	25421	0.00012	0.107
TEMP	25422	9.46e-05	0.106
TEMP	25423	5.87e-05	0.105
TEMP	25424	3.42e-05	0.104
TEMP	25425	1.98e-05	0.103
TEMP	25426	1.55e-05	0.101
TEMP	25427	2.33e-05	0.100
TEMP	25428	5.59e-05	0.0985
TEMP	25429	0.000172	0.0958
TEMP	25430	0.00053	0.0928
TEMP	25431	0.000907	0.0903
TEMP	25432	0.000936	0.0870
TEMP	25433	0.00058	0.0839
TEMP	25434	0.000251	0.0821
TEMP	25435	0.000121	0.0804
TEMP	25436	6.67e-05	0.0786
TEMP	25437	8.09e-05	0.0763
TEMP	25438	8.56e-05	0.0730
TEMP	25439	0.00013	0.0697
TEMP	25440	0.000225	0.0660
TEMP	25441	0.000485	0.0641
TEMP	25442	0.000637	0.0630
TEMP	25443	0.000724	0.0623
TEMP	25444	0.000699	0.0617
TEMP	25445	0.000587	0.0609
TEMP	25446	0.000539	0.0602
TEMP	25447	0.000361	0.0596
TEMP	25448	0.000255	0.0591
TEMP	25449	0.000232	0.0588
TEMP	25450	0.000282	0.0587
TEMP	25451	0.000459	0.0588
TEMP	25452	0.000813	0.0592
TEMP	25453	0.00128	0.0601
TEMP	25454	0.00163	0.0612
TEMP	25455	0.00157	0.0622
TEMP	25456	0.00104	0.0623
TEMP	25457	0.000492	0.0614
TEMP	25458	0.000394	0.0604
TEMP	25459	0.000392	0.0594
TEMP	25460	0.000593	0.0588
TEMP	25461	0.00109	0.0587
TEMP	25462	0.00211	0.0598
TEMP	25463	0.00245	0.0613
TEMP	25464	0.00239	0.0627
TEMP	25465	0.00175	0.0632
TEMP	25466	0.000999	0.0627
TEMP	25467	0.000789	0.0619
TEMP	25468	0.000696	0.0609
TEMP	25469	0.0011	0.0606
TEMP	25470	0.00203	0.0618
TEMP	25471	0.00361	0.0648
TEMP	25472	0.00409	0.0686
TEMP	25473	0.00322	0.0716
TEMP	25474	0.00265	0.0740
TEMP	25475	0.00226	0.0760
TEMP	25476	0.00206	0.0778
TEMP	25477	0.0022	0.0794
TEMP	25478	0.00384	0.0824
TEMP	25479	0.00652	0.0881
TEMP	25480	0.00647	0.0939
TEMP	25481	0.00944	0.103
TEMP	25482	0.00903	0.111
TEMP	25483	0.00818	0.119
TEMP	25484	0.00696	0.126
TEMP	25485	0.00589	0.132
TEMP	25486	0.00374	0.135
TEMP	25487	0.00349	0.137
TEMP	25488	0.00303	0.139
TEMP	25489	0.00263	0.140
TEMP	25490	0.00301	0.143
TEMP	25491	0.00434	0.147
TEMP	25492	0.00437	0.151
TEMP	25493	0.00531	0.156
TEMP	25494	0.00625	0.162
TEMP	25495	0.00494	0.167
TEMP	25496	0.00525	0.172
TEMP	25497	0.00549	0.176
TEMP	25498	0.0088	0.185
TEMP	25499	0.0153	0.199
TEMP	25500	0.0229	0.221
TEMP	25501	0.0273	0.248
TEMP	25502	0.0225	0.270
TEMP	25503	0.0157	0.286
TEMP	25504	0.0145	0.300
TEMP	25505	0.011	0.311
TEMP	25506	0.00822	0.319
TEMP	25507	0.0078	0.327
TEMP	25508	0.00974	0.336
TEMP	25509	0.0124	0.348
TEMP	25510	0.0116	0.359
TEMP	25511	0.0135	0.372
TEMP	25512	0.00948	0.381
TEMP	25513	0.00917	0.390
TEMP	25514	0.00593	0.396
TEMP	25515	0.00483	0.401
TEMP	25516	0.00467	0.405
TEMP	25517	0.00536	0.411
TEMP	25518	0.00663	0.417
TEMP	25519	0.0122	0.429
TEMP	25520	0.02	0.449
TEMP	25521	0.0231	0.472
TEMP	25522	0.0197	0.491
TEMP	25523	0.0102	0.501
TEMP	25524	0.00457	0.506
TEMP	25525	0.00253	0.508
TEMP	25526	0.00205	0.510
TEMP	25527	0.00197	0.512
TEMP	25528	0.00282	0.515
TEMP	25529	0.00355	0.518
TEMP	25530	0.00734	0.525
TEMP	25531	0.0101	0.535
TEMP	25532	0.0106	0.546
TEMP	25533	0.00832	0.554
TEMP	25534	0.00743	0.561
TEMP	25535	0.00506	0.566
TEMP	25536	0.00536	0.572
TEMP	25537	0.00627	0.578
TEMP	25538	0.00688	0.585
TEMP	25539	0.0101	0.595
TEMP	25540	0.00948	0.604
TEMP	25541	0.00898	0.613
TEMP	25542	0.00628	0.619
TEMP	25543	0.0042	0.623
TEMP	25544	0.00408	0.627
TEMP	25545	0.00539	0.632
TEMP	25546	0.00766	0.640
TEMP	25547	0.0105	0.650
TEMP	25548	0.0134	0.663
TEMP	25549	0.013	0.676
TEMP	25550	0.00973	0.686
TEMP	25551	0.00493	0.691
TEMP	25552	0.00307	0.694
TEMP	25553	0.00234	0.696
TEMP	25554	0.00148	0.697
TEMP	25555	0.00147	0.698
TEMP	25556	0.00161	0.699
TEMP	25557	0.00251	0.701
TEMP	25558	0.00362	0.704
TEMP	25559	0.00732	0.711
TEMP	25560	0.00801	0.719
TEMP	25561	0.0071	0.726
TEMP	25562	0.00549	0.731
TEMP	25563	0.0032	0.734
TEMP	25564	0.00137	0.735
TEMP	25565	0.000958	0.736
TEMP	25566	0.000636	0.737
TEMP	25567	0.000851	0.737
TEMP	25568	0.00156	0.739
TEMP	25569	0.00308	0.742
TEMP	25570	0.00707	0.749
TEMP	25571	0.0111	0.760
TEMP	25572	0.00811	0.768
TEMP	25573	0.00373	0.772
TEMP	25574	0.00135	0.773
TEMP	25575	0.000532	0.773
TEMP	25576	0.00026	0.773
TEMP	25577	0.000196	0.773
TEMP	25578	0.000217	0.772
TEMP	25579	0.00045	0.772
TEMP	25580	0.000986	0.772
TEMP	25581	0.00257	0.775
TEMP	25582	0.00483	0.779
TEMP	25583	0.00651	0.786
TEMP	25584	0.00492	0.791
TEMP	25585	0.00377	0.794
TEMP	25586	0.00156	0.796
TEMP	25587	0.000642	0.796
TEMP	25588	0.000504	0.796
TEMP	25589	0.00038	0.796
TEMP	25590	0.000387	0.796
TEMP	25591	0.000843	0.796
TEMP	25592	0.00175	0.797
TEMP	25593	0.0027	0.799
TEMP	25594	0.00281	0.802
TEMP	25595	0.00174	0.803
TEMP	25596	0.000992	0.804
TEMP	25597	0.00058	0.804
TEMP	25598	0.000347	0.804
TEMP	25599	0.000265	0.803
TEMP	25600	0.000305	0.802
TEMP	25601	0.000266	0.801
TEMP	25602	0.000559	0.800
TEMP	25603	0.001	0.800
TEMP	25604	0.00188	0.801
TEMP	25605	0.00392	0.805
TEMP	25606	0.00597	0.811
TEMP	25607	0.00465	0.815
TEMP	25608	0.00252	0.816
TEMP	25609	0.000957	0.815
TEMP	25610	0.00041	0.813
TEMP	25611	0.000317	0.811
TEMP	25612	0.000291	0.809
TEMP	25613	0.000565	0.809
TEMP	25614	0.0015	0.810
TEMP	25615	0.00304	0.812
TEMP	25616	0.00367	0.815
TEMP	25617	0.00248	0.815
TEMP	25618	0.00163	0.813
TEMP	25619	0.00102	0.810
TEMP	25620	0.000764	0.807
TEMP	25621	0.000498	0.805
TEMP	25622	0.00033	0.803
TEMP	25623	0.000286	0.802
TEMP	25624	0.000441	0.800
TEMP	25625	0.000865	0.797
TEMP	25626	0.00139	0.792
TEMP	25627	0.00188	0.787
TEMP	25628	0.00166	0.779
TEMP	25629	0.00157	0.772
TEMP	25630	0.00111	0.765
TEMP	25631	0.00131	0.759
TEMP	25632	0.00145	0.755
TEMP	25633	0.0017	0.753
TEMP	25634	0.00148	0.751
TEMP	25635	0.00114	0.749
TEMP	25636	0.00105	0.747
TEMP	25637	0.00101	0.745
TEMP	25638	0.00108	0.742
TEMP	25639	0.00114	0.739
TEMP	25640	0.00154	0.735
TEMP	25641	0.00189	0.731
TEMP	25642	0.00244	0.728
TEMP	25643	0.00182	0.725
TEMP	25644	0.00152	0.721
TEMP	25645	0.00123	0.713
TEMP	25646	0.0011	0.699
TEMP	25647	0.00128	0.677
TEMP	25648	0.00123	0.651
TEMP	25649	0.00135	0.630
TEMP	25650	0.00167	0.616
TEMP	25651	0.00208	0.604
TEMP	25652	0.00233	0.595
TEMP	25653	0.00367	0.590
TEMP	25654	0.00502	0.588
TEMP	25655	0.00707	0.585
TEMP	25656	0.0054	0.578
TEMP	25657	0.00463	0.571
TEMP	25658	0.00342	0.561
TEMP	25659	0.00312	0.555
TEMP	25660	0.00222	0.548
TEMP	25661	0.00203	0.544
TEMP	25662	0.0042	0.543
TEMP	25663	0.00564	0.544
TEMP	25664	0.00648	0.545
TEMP	25665	0.00747	0.546
TEMP	25666	0.00443	0.538
TEMP	25667	0.00221	0.520
TEMP	25668	0.000962	0.498
TEMP	25669	0.000549	0.479
TEMP	25670	0.000531	0.469
TEMP	25671	0.000634	0.466
TEMP	25672	0.00125	0.464
TEMP	25673	0.00264	0.465
TEMP	25674	0.00619	0.469
TEMP	25675	0.00696	0.473
TEMP	25676	0.007	0.477
TEMP	25677	0.00483	0.474
TEMP	25678	0.0023	0.466
TEMP	25679	0.00115	0.457
TEMP	25680	0.00094	0.450
TEMP	25681	0.000743	0.443
TEMP	25682	0.00109	0.439
TEMP	25683	0.00142	0.435
TEMP	25684	0.00174	0.430
TEMP	25685	0.00236	0.426
TEMP	25686	0.00258	0.418
TEMP	25687	0.00215	0.411
TEMP	25688	0.00204	0.404
TEMP	25689	0.0018	0.400
TEMP	25690	0.00183	0.397
TEMP	25691	0.00272	0.396
TEMP	25692	0.00289	0.393
TEMP	25693	0.00232	0.388
TEMP	25694	0.00193	0.379
TEMP	25695	0.00114	0.367
TEMP	25696	0.000597	0.355
TEMP	25697	0.000306	0.345
TEMP	25698	0.000229	0.341
TEMP	25699	0.000257	0.338
TEMP	25700	0.000351	0.336
TEMP	25701	0.000643	0.335
TEMP	25702	0.00137	0.335
TEMP	25703	0.00312	0.336
TEMP	25704	0.00338	0.337
TEMP	25705	0.00213	0.336
TEMP	25706	0.000867	0.329
TEMP	25707	0.000373	0.322
TEMP	25708	0.000127	0.315
TEMP	25709	7.85e-05	0.309
TEMP	25710	8.34e-05	0.306
TEMP	25711	0.000204	0.305
TEMP	25712	0.000497	0.305
TEMP	25713	0.00126	0.305
TEMP	25714	0.00183	0.306
TEMP	25715	0.00174	0.306
TEMP	25716	0.0013	0.305
TEMP	25717	0.000783	0.298
TEMP	25718	0.000502	0.288
TEMP	25719	0.000382	0.280
TEMP	25720	0.000503	0.277
TEMP	25721	0.00104	0.276
TEMP	25722	0.00272	0.279
TEMP	25723	0.00457	0.283
TEMP	25724	0.006	0.289
TEMP	25725	0.00648	0.295
TEMP	25726	0.00543	0.300
TEMP	25727	0.00282	0.302
TEMP	25728	0.00132	0.301
TEMP	25729	0.000717	0.296
TEMP	25730	0.000517	0.290
TEMP	25731	0.000764	0.286
TEMP	25732	0.00111	0.284
TEMP	25733	0.00209	0.284
TEMP	25734	0.00254	0.286
TEMP	25735	0.00185	0.287
TEMP	25736	0.00138	0.288
TEMP	25737	0.000918	0.289
TEMP	25738	0.000551	0.289
TEMP	25739	0.000439	0.287
TEMP	25740	0.000329	0.285
TEMP	25741	0.000295	0.282
TEMP	25742	0.000361	0.281
TEMP	25743	0.000422	0.281
TEMP	25744	0.000556	0.281
TEMP	25745	0.000671	0.281
TEMP	25746	0.000852	0.281
TEMP	25747	0.00105	0.282
TEMP	25748	0.00125	0.283
TEMP	25749	0.000899	0.284
TEMP	25750	0.000647	0.283
TEMP	25751	0.000513	0.282
TEMP	25752	0.000509	0.278
TEMP	25753	0.000424	0.273
TEMP	25754	0.000584	0.269
TEMP	25755	0.000489	0.267
TEMP	25756	0.000484	0.266
TEMP	25757	0.00046	0.266
TEMP	25758	0.000652	0.267
TEMP	25759	0.00124	0.268
TEMP	25760	0.00259	0.270
TEMP	25761	0.00394	0.272
TEMP	25762	0.00546	0.274
TEMP	25763	0.00519	0.276
TEMP	25764	0.00364	0.277
TEMP	25765	0.00357	0.279
TEMP	25766	0.00266	0.281
TEMP	25767	0.00218	0.282
TEMP	25768	0.00135	0.283
TEMP	25769	0.00101	0.284
TEMP	25770	0.000764	0.284
TEMP	25771	0.0011	0.285
TEMP	25772	0.00163	0.286
TEMP	25773	0.00319	0.287
TEMP	25774	0.00652	0.292
TEMP	25775	0.0122	0.303
TEMP	25776	0.0132	0.314
TEMP	25777	0.00957	0.323
TEMP	25778	0.00606	0.327
TEMP	25779	0.00456	0.331
TEMP	25780	0.00386	0.333
TEMP	25781	0.0047	0.336
TEMP	25782	0.00509	0.340
TEMP	25783	0.00569	0.344
TEMP	25784	0.00389	0.347
TEMP	25785	0.00304	0.349
TEMP	25786	0.00282	0.351
TEMP	25787	0.00325	0.353
TEMP	25788	0.00363	0.354
TEMP	25789	0.00351	0.356
TEMP	25790	0.00421	0.358
TEMP	25791	0.00404	0.360
TEMP	25792	0.00465	0.364
TEMP	25793	0.00454	0.367
TEMP	25794	0.00595	0.372
TEMP	25795	0.00517	0.376
TEMP	25796	0.0052	0.380
TEMP	25797	0.00334	0.381
TEMP	25798	0.0024	0.382
TEMP	25799	0.00206	0.381
TEMP	25800	0.00164	0.379
TEMP	25801	0.00243	0.377
TEMP	25802	0.00295	0.373
TEMP	25803	0.00363	0.371
TEMP	25804	0.00295	0.369
TEMP	25805	0.00237	0.368
TEMP	25806	0.00177	0.367
TEMP	25807	0.00166	0.366
TEMP	25808	0.00289	0.367
TEMP	25809	0.00513	0.368
TEMP	25810	0.00741	0.370
TEMP	25811	0.00615	0.370
TEMP	25812	0.00569	0.368
TEMP	25813	0.00627	0.370
TEMP	25814	0.00694	0.374
TEMP	25815	0.00735	0.381
TEMP	25816	0.00503	0.385
TEMP	25817	0.0038	0.388
TEMP	25818	0.00295	0.391
TEMP	25819	0.00376	0.393
TEMP	25820	0.00528	0.396
TEMP	25821	0.00849	0.398
TEMP	25822	0.0108	0.402
TEMP	25823	0.0141	0.409
TEMP	25824	0.0133	0.418
TEMP	25825	0.011	0.426
TEMP	25826	0.00815	0.433
TEMP	25827	0.00455	0.437
TEMP	25828	0.00394	0.440
TEMP	25829	0.00449	0.444
TEMP	25830	0.00637	0.449
TEMP	25831	0.0095	0.456
TEMP	25832	0.00916	0.463
TEMP	25833	0.00871	0.469
TEMP	25834	0.0125	0.480
TEMP	25835	0.0144	0.492
TEMP	25836	0.0133	0.503
TEMP	25837	0.01	0.512
TEMP	25838	0.00463	0.513
TEMP	25839	0.00395	0.515
TEMP	25840	0.00413	0.516
TEMP	25841	0.00552	0.520
TEMP	25842	0.00668	0.525
TEMP	25843	0.00802	0.533
TEMP	25844	0.0095	0.542
TEMP	25845	0.00919	0.551
TEMP	25846	0.00902	0.560
TEMP	25847	0.009	0.568
TEMP	25848	0.00813	0.576
TEMP	25849	0.00725	0.582
TEMP	25850	0.0064	0.585
TEMP	25851	0.00462	0.586
TEMP	25852	0.0026	0.587
TEMP	25853	0.00197	0.588
TEMP	25854	0.00155	0.589
TEMP	25855	0.00142	0.590
TEMP	25856	0.00179	0.592
TEMP	25857	0.00242	0.594
TEMP	25858	0.00322	0.597
TEMP	25859	0.00405	0.601
TEMP	25860	0.00432	0.604
TEMP	25861	0.00321	0.605
TEMP	25862	0.00375	0.607
TEMP	25863	0.00348	0.610
TEMP	25864	0.00351	0.612
